OBJECTID;COMID;PERMANENT_;AREASQKM;REACHCODE;FTYPE;FCODE;OBJECTID_1;DESCRIPTIO;HYDROGRAPH;Shapearea;Shapelen;InLA
402;27107791;27107791;0.012;1,81E+13;390;39004;2265;Lake/Pond: Hydrographic Category = Perennial;Perennial;126426.51054686;2749.87345782451;Yes
405;27561985;27561985;0.013;1,81E+13;390;39004;2268;Lake/Pond: Hydrographic Category = Perennial;Perennial;144719.020086652;2753.819143768;Yes
667;27929024;27929024;0.012; ;361;36100;2530;Playa; ;126433.286199865;2770.48313511535;Yes
325;27684780;27684780;0.006;1,81E+13;390;39001;2188;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;61541.4961574247;2824.57125185782;Yes
97;121540688;121540688;0.014;1,81E+13;390;39004;1960;Lake/Pond: Hydrographic Category = Perennial;Perennial;148102.155488109;2840.19947592528;Yes
506;27689946;27689946;0.044;1,81E+13;436;43624;2369;Reservoir;;;;
892;132735644;132735644;0.026;1,81E+13;390;39001;2755;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;281103.509025318;2875.47087265502;Yes
145;27556609;27556609;0.02;1,81E+13;390;39001;2008;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;213448.659504464;2876.24991806924;Yes
481;27926930;27926930;0.012; ;361;36100;2344;Playa; ;124771.294313789;2928.24750136654;Yes
454;27922742;27922742;0.041;1,81E+13;390;39004;2317;Lake/Pond: Hydrographic Category = Perennial;Perennial;441976.6170745;2942.67360774315;Yes
156;27916786;27916786;0.025;1,81E+13;390;39004;2019;Lake/Pond: Hydrographic Category = Perennial;Perennial;268676.668364925;2953.94147271787;Yes
923;132735517;132735517;0.024;1,81E+13;390;39009;2786;Lake/Pond: Hydrographic Category = Perennial;;;;
162;132735485;132735485;0.024;1,81E+13;390;39009;2025;Lake/Pond: Hydrographic Category = Perennial;;;;
1026;27684656;27684656;0.042;1,81E+13;390;39004;2889;Lake/Pond: Hydrographic Category = Perennial;Perennial;455595.915181624;3025.85437670783;Yes
859;27559577;27559577;0.054;1,81E+13;436;43624;2722;Reservoir;;;;
571;27895950;27895950;0.044;1,81E+13;390;39004;2434;Lake/Pond: Hydrographic Category = Perennial;Perennial;474374.375560959;3101.44111983838;Yes
173;27689950;27689950;0.052;1,81E+13;436;43624;2036;Reservoir;;;;
293;27686676;27686676;0.018;1,81E+13;390;39004;2156;Lake/Pond: Hydrographic Category = Perennial;Perennial;196304.176832017;3196.50250533482;Yes
418;37260425;37260425;0.032; ;466;46600;2281;Swamp/Marsh; ;341873.683818159;3284.68293385772;Yes
1012;132735613;132735613;0.03;1,81E+13;390;39001;2875;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;326071.014389115;3321.27877633015;Yes
444;120028203;120028203;0.06;1,81E+13;390;39004;2307;Lake/Pond: Hydrographic Category = Perennial;Perennial;650590.957645936;3345.19792648149;Yes
386;27920880;27920880;0.051;1,81E+13;390;39004;2249;Lake/Pond: Hydrographic Category = Perennial;Perennial;545700.360453888;3415.74181363405;Yes
979;132735505;132735505;0.053;1,81E+13;390;39009;2842;Lake/Pond: Hydrographic Category = Perennial;;;;
745;132735467;132735467;0.013;1,81E+13;390;39009;2608;Lake/Pond: Hydrographic Category = Perennial;;;;
399;27922738;27922738;0.079;1,81E+13;436;43624;2262;Reservoir;;;;
782;27689952;27689952;0.051;1,81E+13;436;43624;2645;Reservoir;;;;
114;27928832;27928832;0.031; ;361;36100;1977;Playa; ;333359.986383317;3620.71914125767;Yes
109;121540686;121540686;0.043;1,81E+13;390;39004;1972;Lake/Pond: Hydrographic Category = Perennial;Perennial;465889.230335761;3740.67244889548;Yes
457;132735667;132735667;0.094;1,81E+13;436;43613;2320;Reservoir: Reservoir Type = Water Storage;;;;
706;27556563;27556563;0.05;1,81E+13;390;39004;2569;Lake/Pond: Hydrographic Category = Perennial;Perennial;538692.324614201;4081.32465537304;Yes
902;27684838;27684838;0.046;1,81E+13;390;39001;2765;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;496358.738397621;4165.17458383139;Yes
697;27686072;27686072;0.022;1,81E+13;390;39001;2560;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;240258.786931035;4214.50769211319;Yes
442;27561971;27561971;0.033;1,81E+13;390;39004;2305;Lake/Pond: Hydrographic Category = Perennial;Perennial;29901.561899241;4246.84761814955;Yes
373;27922726;27922726;0.111;1,81E+13;436;43624;2236;Reservoir;;;;
751;27689966;27689966;0.097;1,81E+13;436;43624;2614;Reservoir;;;;
117;120012560;120012560;0.121;1,81E+13;436;43624;1980;Reservoir;;;;
942;27561987;27561987;0.071;1,81E+13;390;39004;2805;Lake/Pond: Hydrographic Category = Perennial;Perennial;763316.999787574;4582.5175925893;Yes
174;27686108;27686108;0.128;1,81E+13;436;43613;2037;Reservoir: Reservoir Type = Water Storage;;;;
893;132735654;132735654;0.019;1,81E+13;390;39001;2756;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;208077.533795194;4659.17900130023;Yes
218;27922728;27922728;0.129;1,81E+13;436;43624;2081;Reservoir;;;;
176;27922730;27922730;0.13;1,81E+13;436;43624;2039;Reservoir;;;;
185;27108519;27108519;0.088;1,81E+13;390;39004;2048;Lake/Pond: Hydrographic Category = Perennial;Perennial;951738.208146932;4746.46420466081;Yes
1030;27092353;27092353;0.023;1,81E+13;390;39001;2893;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;252391.755713517;4769.28508264347;Yes
932;27687368;27687368;0.047;1,81E+13;390;39001;2795;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;504049.75504612;5130.33597159446;Yes
350;27556559;27556559;0.092;1,81E+13;390;39004;2213;Lake/Pond: Hydrographic Category = Perennial;Perennial;993205.564974488;5244.12915599461;Yes
756;27088117;27088117;0.084;1,81E+13;390;39004;2619;Lake/Pond: Hydrographic Category = Perennial;Perennial;907068.196448491;5345.90528415177;Yes
492;27556581;27556581;0.067;1,81E+13;390;39004;2355;Lake/Pond: Hydrographic Category = Perennial;Perennial;719724.740779873;5639.78376708594;Yes
793;27686054;27686054;0.033;1,81E+13;390;39004;2656;Lake/Pond: Hydrographic Category = Perennial;Perennial;338321.906318334;5645.39436483532;Yes
84;27928610;27928610;0.101; ;361;36100;1947;Playa; ;792835.730434148;5667.55820904525;No
459;27928838;27928838;0.046; ;361;36100;2322;Playa; ;490769.607730639;5690.41096636324;Yes
502;132735537;132735537;0.047;1,81E+13;390;39009;2365;Lake/Pond: Hydrographic Category = Perennial;;;;
804;27561821;27561821;0.056;1,81E+13;390;39004;2667;Lake/Pond: Hydrographic Category = Perennial;Perennial;601323.798009992;5872.0691386007;Yes
539;27556605;27556605;0.143;1,81E+13;390;39004;2402;Lake/Pond: Hydrographic Category = Perennial;Perennial;1540041.01319532;6028.39106236799;Yes
86;27561971;27561971;0.033;1,81E+13;390;39004;1949;Lake/Pond: Hydrographic Category = Perennial;Perennial;320788.650752591;6243.70409122043;No
362;27561969;27561969;0.096; ;466;46600;2225;Swamp/Marsh; ;1033095.92343481;6349.47911898745;Yes
1036;27561841;27561841;0.04;1,81E+13;390;39004;2899;Lake/Pond: Hydrographic Category = Perennial;Perennial;431477.955514684;6454.67821847787;Yes
750;27928596;27928596;0.034; ;361;36100;2613;Playa; ;362587.497040924;6829.04983540411;Yes
595;27686060;27686060;0.113;1,81E+13;390;39004;2458;Lake/Pond: Hydrographic Category = Perennial;Perennial;1211979.93506507;8205.70632889194;Yes
807;27912972;27912972;0.277;1,81E+13;390;39004;2670;Lake/Pond: Hydrographic Category = Perennial;Perennial;2978270.96982318;8469.00751527021;Yes
541;27557349;27557349;0.143;1,81E+13;390;39004;2404;Lake/Pond: Hydrographic Category = Perennial;Perennial;1544182.0075452;8619.80369907129;Yes
304;27912036;27912036;0.655;1,81E+13;390;39009;2167;Lake/Pond: Hydrographic Category = Perennial;;;;
93;0; ;0; ;0;0;1956;Reservoir: Reservoir Type = Water Storage;;;;
961;27693280;27693280;0.5;1,81E+13;390;39004;2824;Lake/Pond: Hydrographic Category = Perennial;Perennial;5376397.66971512;15132.7637418201;Yes
746;132735473;132735473;0.169;1,81E+13;390;39009;2609;Lake/Pond: Hydrographic Category = Perennial;;;;
792;27685706;27685706;0.546;1,81E+13;390;39004;2655;Lake/Pond: Hydrographic Category = Perennial;Perennial;5872105.0992074;16193.1712059052;Yes
286;132735523;132735523;0.305;1,81E+13;390;39009;2149;Lake/Pond: Hydrographic Category = Perennial;;;;
791;120025081;120025081;0.538;1,81E+13;390;39004;2654;Lake/Pond: Hydrographic Category = Perennial;Perennial;5790429.02778474;16964.8754032779;Yes
888;132735460;132735460;0.529;1,81E+13;390;39009;2751;Lake/Pond: Hydrographic Category = Perennial;;;;
88;132735457;132735457;0.536;1,81E+13;390;39009;1951;Lake/Pond: Hydrographic Category = Perennial;;;;
652;27559517;27559517;0.987;1,81E+13;390;39009;2515;Lake/Pond: Hydrographic Category = Perennial;;;;
883;120028209;120028209;4.775;1,81E+13;390;39001;2746;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3188923.62252892;32860.3493477615;Yes
379;27555949;27555949;0.586;1,81E+13;390;39004;2242;Lake/Pond: Hydrographic Category = Perennial;Perennial;6311203.27745343;37001.5288842997;Yes
911;27116445;27116445;1.546;1,81E+13;390;39004;2774;Lake/Pond: Hydrographic Category = Perennial;Perennial;16641846.4498604;37301.9516497769;Yes
964;120025132;120025132;2.389;1,81E+13;390;39004;2827;Lake/Pond: Hydrographic Category = Perennial;Perennial;25712549.0638555;47335.6544923348;Yes
298;27557319;27557319;2.125;1,81E+13;390;39004;2161;Lake/Pond: Hydrographic Category = Perennial;Perennial;22875574.2287294;59044.2030159459;Yes
1028;120025128;120025128;4.765;1,81E+13;390;39004;2891;Lake/Pond: Hydrographic Category = Perennial;Perennial;51283110.9736243;105140.512549593;Yes
87;120028209;120028209;4.775;1,81E+13;390;39001;1950;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;48195445.2310575;113291.581417404;No
90;27928938;27928938;53.815; ;361;36100;1953;Playa; ;367895369.504493;138139.624850862;No
92;120010269;120010269;30.545; ;361;36100;1955;Playa; ;322998785.123298;148282.456922121;No
258;120025139;120025139;09.mar;1,81E+13;390;39012;2121;Lake/Pond: Hydrographic Category = Perennial;;;;
1807;132735675;132735675;0;1,81E+13;390;39001;3670;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;621.706663103285;103.469429601382;Yes
1353;27937146;27937146;0;1,81E+13;390;39004;3216;Lake/Pond: Hydrographic Category = Perennial;Perennial;862.825592010296;113.745269499957;Yes
1658;27937144;27937144;0;1,81E+13;390;39004;3521;Lake/Pond: Hydrographic Category = Perennial;Perennial;1031.95783481111;129.415438336442;Yes
1433;27691918;27691918;0;1,81E+13;436;43613;3296;Reservoir: Reservoir Type = Water Storage;;;;
1532;27937148;27937148;0;1,81E+13;390;39004;3395;Lake/Pond: Hydrographic Category = Perennial;Perennial;1695.83064851074;151.430876212574;Yes
1182;27686892;27686892;0;1,81E+13;436;43613;3045;Reservoir: Reservoir Type = Water Storage;;;;
1642;27691916;27691916;0;1,81E+13;390;39004;3505;Lake/Pond: Hydrographic Category = Perennial;Perennial;1713.82784926974;157.044312793441;Yes
1574;27102201;27102201;0;1,81E+13;390;39004;3437;Lake/Pond: Hydrographic Category = Perennial;Perennial;1580.54277415813;159.17048000431;Yes
1833;27937150;27937150;0;1,81E+13;390;39004;3696;Lake/Pond: Hydrographic Category = Perennial;Perennial;1805.56615954275;163.771561530846;Yes
1756;27557371;27557371;0;1,81E+13;436;43613;3619;Reservoir: Reservoir Type = Water Storage;;;;
1907;27937098;27937098;0;1,81E+13;390;39004;3770;Lake/Pond: Hydrographic Category = Perennial;Perennial;1628.43541655668;170.732475788447;Yes
1908;27937142;27937142;0;1,81E+13;390;39004;3771;Lake/Pond: Hydrographic Category = Perennial;Perennial;1857.34816992818;172.883744841323;Yes
1984;27691480;27691480;0;1,81E+13;390;39004;3847;Lake/Pond: Hydrographic Category = Perennial;Perennial;2309.5701334755;174.141827514263;Yes
1491;27559619;27559619;0;1,81E+13;436;43613;3354;Reservoir: Reservoir Type = Water Storage;;;;
1848;27108579;27108579;0;1,81E+13;390;39004;3711;Lake/Pond: Hydrographic Category = Perennial;Perennial;2589.64495718931;187.213634455904;Yes
1625;132735496;132735496;0;1,81E+13;390;39001;3488;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;2404.51689271528;194.426888934344;Yes
1115;27688624;27688624;0;1,81E+13;436;43613;2978;Reservoir: Reservoir Type = Water Storage;;;;
1838;132735718;132735718;0;1,81E+13;390;39001;3701;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;2372.26287025297;198.560247900019;Yes
1097;27110521;27110521;0;1,81E+13;390;39001;2960;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;2791.50047664066;198.655313871543;Yes
1639;27104899;27104899;0;1,81E+13;390;39004;3502;Lake/Pond: Hydrographic Category = Perennial;Perennial;2448.90801461688;200.845934543244;Yes
1326;27691922;27691922;0;1,81E+13;436;43613;3189;Reservoir: Reservoir Type = Water Storage;;;;
1266;132735678;132735678;0;1,81E+13;436;43613;3129;Reservoir: Reservoir Type = Water Storage;;;;
1821;27110511;27110511;0;1,81E+13;390;39001;3684;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;2921.55086645082;202.14932991141;Yes
1475;27557325;27557325;0;1,81E+13;390;39001;3338;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;2126.95582905553;202.980006774528;Yes
1612;27895956;27895956;0;1,81E+13;390;39004;3475;Lake/Pond: Hydrographic Category = Perennial;Perennial;3037.2664594341;208.321597418774;Yes
1911;132735608;132735608;0;1,81E+13;436;43613;3774;Reservoir: Reservoir Type = Water Storage;;;;
1404;27108551;27108551;0;1,81E+13;390;39004;3267;Lake/Pond: Hydrographic Category = Perennial;Perennial;2802.02269017432;210.596085264899;Yes
1676;27102181;27102181;0;1,81E+13;390;39004;3539;Lake/Pond: Hydrographic Category = Perennial;Perennial;3436.44679276107;210.629293187287;Yes
1337;120025135;120025135;0;1,81E+13;390;39004;3200;Lake/Pond: Hydrographic Category = Perennial;Perennial;2747.80652230131;211.06345004359;Yes
1770;27903918;27903918;0;1,81E+13;390;39004;3633;Lake/Pond: Hydrographic Category = Perennial;Perennial;2789.01221166755;211.782964274127;Yes
1359;27688634;27688634;0;1,81E+13;436;43613;3222;Reservoir: Reservoir Type = Water Storage;;;;
1837;132735679;132735679;0;1,81E+13;436;43613;3700;Reservoir: Reservoir Type = Water Storage;;;;
1513;132735494;132735494;0;1,81E+13;390;39001;3376;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;2323.89683463627;215.295647279993;Yes
1365;27086439;27086439;0;1,81E+13;390;39004;3228;Lake/Pond: Hydrographic Category = Perennial;Perennial;3168.01733331551;216.650561532694;Yes
2006;132735607;132735607;0;1,81E+13;436;43613;3869;Reservoir: Reservoir Type = Water Storage;;;;
1089;27108563;27108563;0;1,81E+13;436;43613;2952;Reservoir: Reservoir Type = Water Storage;;;;
1794;27107179;27107179;0;1,81E+13;390;39004;3657;Lake/Pond: Hydrographic Category = Perennial;Perennial;3330.90974746059;219.969291728672;Yes
1349;27920866;27920866;0;1,81E+13;390;39001;3212;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3106.07524927284;222.032424642836;Yes
1817;27086429;27086429;0;1,81E+13;390;39004;3680;Lake/Pond: Hydrographic Category = Perennial;Perennial;2968.81429191336;222.446057319568;Yes
1373;27561945;27561945;0;1,81E+13;390;39004;3236;Lake/Pond: Hydrographic Category = Perennial;Perennial;2532.09381232655;222.557163086659;Yes
1999;27922818;27922818;0;1,81E+13;390;39001;3862;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3447.97307824839;224.725572715983;Yes
1105;27927968;27927968;0;1,81E+13;390;39001;2968;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3350.91067614268;225.893637061074;Yes
1712;27561943;27561943;0;1,81E+13;390;39004;3575;Lake/Pond: Hydrographic Category = Perennial;Perennial;2971.93314567738;226.193749046678;Yes
1768;27895948;27895948;0;1,81E+13;390;39004;3631;Lake/Pond: Hydrographic Category = Perennial;Perennial;3259.67199515339;226.535449105962;Yes
1228;27937100;27937100;0;1,81E+13;390;39004;3091;Lake/Pond: Hydrographic Category = Perennial;Perennial;3341.26257222017;229.855796558559;Yes
1746;27913116;27913116;0;1,81E+13;390;39004;3609;Lake/Pond: Hydrographic Category = Perennial;Perennial;3236.51969280357;230.468738714452;Yes
1704;27108517;27108517;0;1,81E+13;390;39004;3567;Lake/Pond: Hydrographic Category = Perennial;Perennial;3178.66215865429;231.054505701412;Yes
1242;27114665;27114665;0;1,81E+13;390;39004;3105;Lake/Pond: Hydrographic Category = Perennial;Perennial;3493.68326155874;231.552473793013;Yes
1948;27923322;27923322;0;1,81E+13;390;39001;3811;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3684.0860067629;232.622158147298;Yes
1473;27112117;27112117;0;1,81E+13;390;39004;3336;Lake/Pond: Hydrographic Category = Perennial;Perennial;3819.85445967511;234.308606390711;Yes
1176;132735465;132735465;0;1,81E+13;390;39001;3039;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3732.47892723729;234.704907625277;Yes
1188;27693162;27693162;0;1,81E+13;390;39001;3051;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3698.52539334414;237.395267172554;Yes
1290;27937104;27937104;0;1,81E+13;390;39004;3153;Lake/Pond: Hydrographic Category = Perennial;Perennial;3845.52842539478;238.442251650419;Yes
1791;27086433;27086433;0;1,81E+13;390;39004;3654;Lake/Pond: Hydrographic Category = Perennial;Perennial;3908.21614179688;238.516247449885;Yes
1372;27560195;27560195;0;1,81E+13;390;39004;3235;Lake/Pond: Hydrographic Category = Perennial;Perennial;3133.23062808177;240.723735972536;Yes
1485;27922828;27922828;0;1,81E+13;390;39001;3348;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3609.50831564602;242.100778372193;Yes
1160;27560033;27560033;0;1,81E+13;390;39004;3023;Lake/Pond: Hydrographic Category = Perennial;Perennial;3598.06594413844;242.342781944621;Yes
2008;132735709;132735709;0;1,81E+13;390;39001;3871;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3126.49806590629;242.599659352777;Yes
1163;27906210;27906210;0;1,81E+13;390;39001;3026;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3676.51767511835;242.708697023852;Yes
1524;27558803;27558803;0;1,81E+13;390;39001;3387;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4325.06224871063;244.412192840717;Yes
1501;27895970;27895970;0;1,81E+13;390;39004;3364;Lake/Pond: Hydrographic Category = Perennial;Perennial;4060.28027754473;244.911863184344;Yes
1464;27693266;27693266;0;1,81E+13;436;43613;3327;Reservoir: Reservoir Type = Water Storage;;;;
1846;27102205;27102205;0;1,81E+13;390;39004;3709;Lake/Pond: Hydrographic Category = Perennial;Perennial;4296.28193501096;246.962160430238;Yes
1502;27895980;27895980;0;1,81E+13;390;39004;3365;Lake/Pond: Hydrographic Category = Perennial;Perennial;3825.65388448249;247.013338561844;Yes
1913;27927666;27927666;0; ;361;36100;3776;Playa; ;4447.96923766526;247.46730818636;Yes
1535;132735674;132735674;0;1,81E+13;390;39001;3398;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3986.89192046931;249.763793134969;Yes
1928;27095131;27095131;0;1,81E+13;390;39004;3791;Lake/Pond: Hydrographic Category = Perennial;Perennial;4418.76025892188;250.438301299203;Yes
1759;27104883;27104883;0;1,81E+13;390;39004;3622;Lake/Pond: Hydrographic Category = Perennial;Perennial;4162.867989013;250.73151531722;Yes
1897;27106563;27106563;0;1,81E+13;390;39001;3760;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4375.81225496042;251.233613026895;Yes
1319;27927668;27927668;0; ;361;36100;3182;Playa; ;4461.17122797651;251.271561022596;Yes
1093;27689980;27689980;0;1,81E+13;390;39001;2956;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4717.39909175066;257.733158984898;Yes
1311;27912024;27912024;0;1,81E+13;390;39004;3174;Lake/Pond: Hydrographic Category = Perennial;Perennial;4276.30030901075;259.574893287751;Yes
1967;27913012;27913012;0;1,81E+13;390;39004;3830;Lake/Pond: Hydrographic Category = Perennial;Perennial;4441.25064117714;259.92905691205;Yes
1683;27905216;27905216;0;1,81E+13;390;39004;3546;Lake/Pond: Hydrographic Category = Perennial;Perennial;4523.31974173652;260.385579297314;Yes
1136;27916202;27916202;0;1,81E+13;390;39001;2999;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4272.46857222285;262.166188304937;Yes
1656;27922790;27922790;0;1,81E+13;390;39001;3519;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4965.71246506389;262.232996269061;Yes
1444;27906216;27906216;0;1,81E+13;390;39001;3307;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4288.88974323808;262.581304042372;Yes
1554;27909474;27909474;0;1,81E+13;390;39004;3417;Lake/Pond: Hydrographic Category = Perennial;Perennial;4256.93297627501;263.779331003429;Yes
1804;27923326;27923326;0;1,81E+13;390;39001;3667;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4580.78863386101;264.431822486647;Yes
1641;27107801;27107801;0;1,81E+13;390;39001;3504;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4970.74933154569;264.733003609686;Yes
1409;27557365;27557365;0;1,81E+13;390;39001;3272;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4367.70942889701;264.761919047075;Yes
1183;27558165;27558165;0;1,81E+13;436;43613;3046;Reservoir: Reservoir Type = Water Storage;;;;
1368;27102195;27102195;0;1,81E+13;390;39004;3231;Lake/Pond: Hydrographic Category = Perennial;Perennial;4836.12296688577;265.994624168595;Yes
1300;27922846;27922846;0;1,81E+13;436;43624;3163;Reservoir;;;;
1700;27694056;27694056;0;1,81E+13;436;43613;3563;Reservoir: Reservoir Type = Water Storage;;;;
1450;27920910;27920910;0;1,81E+13;390;39001;3313;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4545.82443740586;270.944725917007;Yes
1729;27115973;27115973;0;1,81E+13;436;43613;3592;Reservoir: Reservoir Type = Water Storage;;;;
1313;27915736;27915736;0;1,81E+13;390;39001;3176;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4358.17664603553;271.553509573418;Yes
1609;27557331;27557331;0;1,81E+13;390;39001;3472;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3972.34927982201;272.474412633457;Yes
1841;27559625;27559625;0;1,81E+13;436;43624;3704;Reservoir;;;;
1905;27913076;27913076;0;1,81E+13;390;39004;3768;Lake/Pond: Hydrographic Category = Perennial;Perennial;4873.80974925684;275.887038455227;Yes
1481;27916238;27916238;0;1,81E+13;390;39004;3344;Lake/Pond: Hydrographic Category = Perennial;Perennial;4138.95514107316;276.103217024677;Yes
1592;27927966;27927966;0;1,81E+13;390;39004;3455;Lake/Pond: Hydrographic Category = Perennial;Perennial;5281.95257842268;276.223676295919;Yes
1113;27686518;27686518;0;1,81E+13;436;43613;2976;Reservoir: Reservoir Type = Water Storage;;;;
1399;27686674;27686674;0;1,81E+13;390;39001;3262;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4746.05039043579;276.815056847366;Yes
1787;27108527;27108527;0;1,81E+13;436;43613;3650;Reservoir: Reservoir Type = Water Storage;;;;
1443;27906206;27906206;0.001;1,81E+13;390;39004;3306;Lake/Pond: Hydrographic Category = Perennial;Perennial;5528.36709907876;279.604019905627;Yes
1549;27560155;27560155;0;1,81E+13;390;39001;3412;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4732.90208841127;280.964295844257;Yes
1983;27108567;27108567;0;1,81E+13;390;39004;3846;Lake/Pond: Hydrographic Category = Perennial;Perennial;4773.29794971313;283.771069739172;Yes
1750;27937094;27937094;0.001;1,81E+13;390;39004;3613;Lake/Pond: Hydrographic Category = Perennial;Perennial;6048.41556975404;284.906873877008;Yes
1091;27688622;27688622;0;1,81E+13;436;43613;2954;Reservoir: Reservoir Type = Water Storage;;;;
1489;27109749;27109749;0;1,81E+13;436;43613;3352;Reservoir: Reservoir Type = Water Storage;;;;
1692;132735495;132735495;0.001;1,81E+13;390;39001;3555;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;6237.44305970352;286.336020169855;Yes
1307;27114667;27114667;0.001;1,81E+13;390;39004;3170;Lake/Pond: Hydrographic Category = Perennial;Perennial;5631.89337360392;286.376939287012;Yes
2038;120028213;120028213;0.001;1,81E+13;390;39009;3901;Lake/Pond: Hydrographic Category = Perennial;;;;
2039;120028214;120028214;0.067;1,81E+13;390;39009;3902;Lake/Pond: Hydrographic Category = Perennial;;;;
1339;27116451;27116451;0.001;1,81E+13;390;39004;3202;Lake/Pond: Hydrographic Category = Perennial;Perennial;5875.05814815535;289.473682524384;Yes
1496;27109755;27109755;0.001;1,81E+13;390;39004;3359;Lake/Pond: Hydrographic Category = Perennial;Perennial;6019.70904882345;291.707426442666;Yes
1338;27108553;27108553;0;1,81E+13;390;39004;3201;Lake/Pond: Hydrographic Category = Perennial;Perennial;4789.12429230344;292.761844679698;Yes
1627;132735701;132735701;0;1,81E+13;390;39001;3490;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4030.94914456823;293.281642339101;Yes
1949;27927164;27927164;0.001;1,81E+13;390;39004;3812;Lake/Pond: Hydrographic Category = Perennial;Perennial;6536.45138294609;297.267399696598;Yes
1099;27559639;27559639;0.001;1,81E+13;390;39001;2962;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;6440.66987669699;297.867886133597;Yes
1278;27107805;27107805;0.001;1,81E+13;390;39004;3141;Lake/Pond: Hydrographic Category = Perennial;Perennial;6474.27013911786;297.907452072681;Yes
1539;27912982;27912982;0.001;1,81E+13;436;43613;3402;Reservoir: Reservoir Type = Water Storage;;;;
1863;27937106;27937106;0.001;1,81E+13;390;39004;3726;Lake/Pond: Hydrographic Category = Perennial;Perennial;6253.46498429328;299.19201984443;Yes
1158;27691926;27691926;0;1,81E+13;390;39004;3021;Lake/Pond: Hydrographic Category = Perennial;Perennial;4264.98129373737;299.406080058877;Yes
1148;27555925;27555925;0;1,81E+13;436;43624;3011;Reservoir;;;;
1995;27913020;27913020;0;1,81E+13;390;39004;3858;Lake/Pond: Hydrographic Category = Perennial;Perennial;4911.34130029949;301.695332758438;Yes
1941;27912966;27912966;0;1,81E+13;390;39004;3804;Lake/Pond: Hydrographic Category = Perennial;Perennial;4705.97170096312;302.750341707207;Yes
1506;27913086;27913086;0.001;1,81E+13;390;39004;3369;Lake/Pond: Hydrographic Category = Perennial;Perennial;5778.43736433133;304.388638719973;Yes
1593;27928958;27928958;0.001;1,81E+13;390;39004;3456;Lake/Pond: Hydrographic Category = Perennial;Perennial;6009.02743710686;305.419346749803;Yes
1622;27913070;27913070;0;1,81E+13;390;39004;3485;Lake/Pond: Hydrographic Category = Perennial;Perennial;5101.94033307462;306.493337125833;Yes
1538;27559631;27559631;0.001;1,81E+13;436;43613;3401;Reservoir: Reservoir Type = Water Storage;;;;
1236;27689982;27689982;0;1,81E+13;390;39004;3099;Lake/Pond: Hydrographic Category = Perennial;Perennial;5363.64706555942;308.331971926053;Yes
1805;27923350;27923350;0.001;1,81E+13;390;39001;3668;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;6997.33670111111;308.429076384244;Yes
1288;27912476;27912476;0.001;1,81E+13;390;39004;3151;Lake/Pond: Hydrographic Category = Perennial;Perennial;5872.05486452824;308.476217659415;Yes
